Time,rsrp(dBm),rsrq(dB),rssi(dBm),nr_rsrp(dBm),nr_rsrq(dB),nr_rssi(dBm),Sent Bytes,RATE(MBit/s)
Wed Dec 15 16:07:16 UTC 2021,-86,-14,-55,-75,-10,-64,279476457,36.6471158988636
Wed Dec 15 16:07:19 UTC 2021,-88,-15,-54,-76,-12,-64,294053495,39.6931159938264
Wed Dec 15 16:07:28 UTC 2021,-84,-14,-53,-78,-13,-65,339735710,43.3128235598711
Wed Dec 15 16:07:31 UTC 2021,-85,-15,-52,-76,-12,-63,354846036,40.7249272808068
Wed Dec 15 16:07:34 UTC 2021,-85,-14,-55,-77,-13,-64,369595532,38.2805767229271
Wed Dec 15 16:07:37 UTC 2021,-85,-15,-53,-75,-12,-63,385377728,42.9150832832464
Wed Dec 15 16:07:40 UTC 2021,-84,-13,-55,-75,-12,-63,400924718,41.3348756938862
Wed Dec 15 16:07:43 UTC 2021,-84,-14,-53,-76,-12,-64,413897967,34.9921770869785
Wed Dec 15 16:07:46 UTC 2021,-84,-13,-53,-76,-11,-65,428023243,37.3466728635595
Wed Dec 15 16:07:49 UTC 2021,-84,-14,-52,-78,-12,-65,443458635,42.1674988299546
Wed Dec 15 16:07:52 UTC 2021,-85,-14,-51,-79,-18,-60,454912343,30.7348888435797
Wed Dec 15 16:07:55 UTC 2021,-85,-14,-53,-77,-12,-64,469099901,38.65439533651
Wed Dec 15 16:07:57 UTC 2021,-85,-15,-52,-77,-12,-64,482920449,37.4568735809126
Wed Dec 15 16:08:00 UTC 2021,-85,-14,-53,-76,-12,-63,496020459,35.6762499539266
Wed Dec 15 16:08:03 UTC 2021,-85,-14,-56,-77,-12,-64,508301063,33.1241645113136
Wed Dec 15 16:08:06 UTC 2021,-85,-14,-55,-76,-12,-63,521155401,34.9982437712624
Wed Dec 15 16:08:09 UTC 2021,-85,-14,-54,-74,-11,-63,535702539,39.671946413944
Wed Dec 15 16:08:12 UTC 2021,-85,-15,-54,-91,-20,-66,548346384,32.7544469428883
Wed Dec 15 16:08:15 UTC 2021,-86,-10,-61,-74,-10,-64,573824432,69.4848721212696
Wed Dec 15 16:08:18 UTC 2021,-93,-11,-62,-87,-10,-76,601017150,72.1373955743587
Wed Dec 15 16:08:21 UTC 2021,-95,-12,-66,-87,-10,-77,616298248,41.4153157585507
Wed Dec 15 16:08:24 UTC 2021,-96,-12,-65,-94,-11,-82,630987636,40.3043499480079
Wed Dec 15 16:08:27 UTC 2021,-84,-9,-55,-80,-10,-70,656619914,69.4489616163196
Wed Dec 15 16:08:30 UTC 2021,-83,-9,-55,-77,-10,-67,693246896,99.753679448987
Wed Dec 15 16:08:33 UTC 2021,-85,-10,-57,-90,-10,-79,721882012,76.440185658218
Wed Dec 15 16:08:36 UTC 2021,-83,-9,-56,-81,-10,-70,749476670,73.9678785956091
Wed Dec 15 16:08:39 UTC 2021,-82,-9,-50,-77,-10,-67,780157208,82.8574078372471
Wed Dec 15 16:08:42 UTC 2021,-84,-9,-55,-86,-11,-75,812900492,89.3065386420817
Wed Dec 15 16:08:45 UTC 2021,-82,-9,-55,-78,-10,-67,847426396,90.1157586676572
Wed Dec 15 16:08:48 UTC 2021,-82,-10,-54,-79,-10,-68,885132554,101.355120494584
Wed Dec 15 16:08:51 UTC 2021,-82,-9,-56,-78,-10,-67,920606692,89.6161668694378
Wed Dec 15 16:08:54 UTC 2021,-82,-9,-56,-84,-11,-73,956378932,97.0146421604469
Wed Dec 15 16:08:57 UTC 2021,-82,-9,-56,-83,-11,-72,992835758,98.0612290712583
Wed Dec 15 16:09:00 UTC 2021,-85,-9,-58,-77,-10,-67,1028308398,96.0813708177695
Wed Dec 15 16:09:03 UTC 2021,-86,-9,-62,-79,-10,-68,1064024642,96.662442233397
Wed Dec 15 16:09:06 UTC 2021,-82,-10,-53,-78,-10,-68,1100817124,100.097625158877
Wed Dec 15 16:09:09 UTC 2021,-85,-9,-55,-79,-10,-68,1137184070,98.2757481613787
Wed Dec 15 16:09:12 UTC 2021,-84,-9,-57,-83,-10,-72,1172526384,94.3607514173402
Wed Dec 15 16:09:15 UTC 2021,-86,-9,-56,-88,-12,-76,1203621868,84.8543021608706
Wed Dec 15 16:09:18 UTC 2021,-85,-9,-62,-89,-13,-76,1235419914,86.4848872042967
Wed Dec 15 16:09:21 UTC 2021,-86,-9,-60,-81,-10,-70,1267483106,87.217871965732
Wed Dec 15 16:09:24 UTC 2021,-88,-9,-61,-84,-11,-73,1295028330,71.6670905959381
Wed Dec 15 16:09:27 UTC 2021,-87,-9,-62,-90,-15,-74,1324676746,80.0189037689368
Wed Dec 15 16:09:30 UTC 2021,-85,-9,-59,-84,-11,-72,1354710148,80.4812776276419
Wed Dec 15 16:09:33 UTC 2021,-81,-9,-55,-87,-13,-73,1389109099,93.6319032670637
Wed Dec 15 16:09:36 UTC 2021,-76,-8,-49,-68,-10,-57,1427169045,103.230110649197
Wed Dec 15 16:09:39 UTC 2021,-79,-9,-54,-80,-13,-67,1464801801,102.219960523365
Wed Dec 15 16:09:42 UTC 2021,-81,-9,-53,-89,-20,-65,1502731161,102.520921826826
Wed Dec 15 16:09:44 UTC 2021,-79,-9,-50,-84,-11,-72,1539178999,98.1699635394329
Wed Dec 15 16:09:47 UTC 2021,-79,-10,-52,-76,-10,-65,1578046107,104.967076810475
Wed Dec 15 16:09:50 UTC 2021,-79,-9,-52,-78,-10,-68,1615997937,101.077799330324
Wed Dec 15 16:09:53 UTC 2021,-79,-10,-48,-78,-10,-68,1654024667,102.053397807429
Wed Dec 15 16:09:56 UTC 2021,-79,-9,-52,-78,-10,-67,1692085851,102.036903890998
Wed Dec 15 16:09:59 UTC 2021,-80,-10,-53,-81,-11,-70,1730120071,101.738616199412
Wed Dec 15 16:10:02 UTC 2021,-80,-10,-51,-82,-11,-70,1767696302,100.623252560695
Wed Dec 15 16:10:06 UTC 2021,-80,-11,-54,-82,-11,-71,1808128872,109.635931130227
Wed Dec 15 16:10:08 UTC 2021,-80,-10,-53,-81,-11,-70,1845553406,94.5094153259075
Wed Dec 15 16:10:11 UTC 2021,-79,-10,-51,-82,-12,-70,1883169684,102.445776208131
Wed Dec 15 16:10:14 UTC 2021,-79,-10,-53,-82,-12,-70,1921590388,103.846413690034
Wed Dec 15 16:10:17 UTC 2021,-79,-11,-51,-82,-12,-70,1959262092,99.8405513234752
Wed Dec 15 16:10:20 UTC 2021,-79,-11,-51,-81,-11,-70,1996842418,101.940184275656
Wed Dec 15 16:10:23 UTC 2021,-79,-11,-51,-80,-11,-68,2034584528,101.972071521164
Wed Dec 15 16:10:26 UTC 2021,-79,-11,-53,-81,-11,-69,2072503402,102.650746030072
Wed Dec 15 16:10:29 UTC 2021,-79,-11,-49,-83,-11,-71,2110083728,101.085909765035
Wed Dec 15 16:10:32 UTC 2021,-78,-10,-51,-74,-10,-63,2150414729,108.926494799321
Wed Dec 15 16:10:35 UTC 2021,-79,-10,-52,-76,-10,-65,2188483507,96.2497217423539
Wed Dec 15 16:10:38 UTC 2021,-79,-11,-53,-73,-10,-62,2226242095,101.084426683094
Wed Dec 15 16:10:41 UTC 2021,-80,-12,-50,-75,-10,-64,2263871855,101.818694213519
Wed Dec 15 16:10:44 UTC 2021,-79,-10,-49,-73,-10,-62,2301658905,102.408784763372
Wed Dec 15 16:10:47 UTC 2021,-78,-11,-49,-73,-10,-62,2339597253,102.077480490116
Wed Dec 15 16:10:53 UTC 2021,-76,-10,-44,-72,-10,-61,2413447155,107.304824186516
Wed Dec 15 16:10:56 UTC 2021,-70,-9,-42,-81,-18,-63,2451400483,102.070196572195
Wed Dec 15 16:10:59 UTC 2021,-76,-8,-48,-69,-10,-58,2491747615,108.865969056947
Wed Dec 15 16:11:02 UTC 2021,-77,-8,-48,-73,-10,-62,2529678820,95.862893052401
Wed Dec 15 16:11:05 UTC 2021,-80,-8,-51,-72,-10,-62,2569940670,107.868451832432
Wed Dec 15 16:11:08 UTC 2021,-78,-9,-51,-82,-11,-72,2607492534,95.0538561862707
Wed Dec 15 16:11:11 UTC 2021,-76,-10,-49,-83,-10,-72,2645402420,103.088064993182
Wed Dec 15 16:11:14 UTC 2021,-75,-9,-46,-79,-10,-69,2683222426,101.196543580692
Wed Dec 15 16:11:17 UTC 2021,-75,-9,-48,-82,-10,-71,2721120328,102.594481992292
Wed Dec 15 16:11:20 UTC 2021,-75,-10,-48,-81,-10,-70,2758917864,101.4380283752
Wed Dec 15 16:11:23 UTC 2021,-75,-9,-49,-85,-11,-74,2796636006,101.873520294704
Wed Dec 15 16:11:26 UTC 2021,-75,-10,-48,-82,-11,-71,2834147424,101.080699173881
Wed Dec 15 16:11:29 UTC 2021,-75,-10,-49,-82,-10,-71,2871630380,102.089137020467
Wed Dec 15 16:11:32 UTC 2021,-74,-10,-47,-82,-10,-71,2910422883,105.508331520474
Wed Dec 15 16:11:35 UTC 2021,-74,-9,-47,-80,-10,-69,2947816011,98.2151442345973
Wed Dec 15 16:11:38 UTC 2021,-74,-10,-48,-82,-11,-71,2986214245,103.637017278276
Wed Dec 15 16:11:41 UTC 2021,-74,-11,-47,-86,-11,-74,3024173565,101.258545561737
Wed Dec 15 16:11:44 UTC 2021,-74,-11,-46,-81,-10,-70,3062600261,103.249492439383
Wed Dec 15 16:11:47 UTC 2021,-75,-10,-51,-80,-10,-69,3099993337,99.532312010551
Wed Dec 15 16:11:50 UTC 2021,-75,-10,-50,-86,-11,-75,3137626093,102.310029723509
Wed Dec 15 16:11:53 UTC 2021,-75,-9,-47,-82,-10,-71,3176073761,104.07988827899
Wed Dec 15 16:11:56 UTC 2021,-75,-10,-47,-81,-10,-70,3214067535,100.58669499931
Wed Dec 15 16:11:59 UTC 2021,-75,-10,-50,-81,-10,-70,3251749725,101.184659472387
Wed Dec 15 16:12:02 UTC 2021,-75,-9,-48,-85,-11,-74,3289874224,103.410182709578
Wed Dec 15 16:12:05 UTC 2021,-75,-8,-48,-82,-11,-71,3328946662,104.4525224643
Wed Dec 15 16:12:08 UTC 2021,-75,-10,-47,-81,-10,-70,3366661808,98.3197536857396
Wed Dec 15 16:12:11 UTC 2021,-75,-9,-48,-79,-10,-69,3404705016,102.790994848819
Wed Dec 15 16:12:14 UTC 2021,-75,-9,-51,-80,-10,-70,3442833610,101.625455046097
Wed Dec 15 16:12:17 UTC 2021,-75,-8,-50,-81,-10,-70,3480620660,101.334211821238
Wed Dec 15 16:12:20 UTC 2021,-77,-9,-53,-80,-10,-70,3518069162,101.166851107024
Wed Dec 15 16:12:23 UTC 2021,-77,-8,-48,-80,-10,-69,3555595560,102.073708617068
Wed Dec 15 16:12:26 UTC 2021,-76,-9,-48,-81,-10,-71,3593213336,102.179247859185
Wed Dec 15 16:12:29 UTC 2021,-77,-8,-51,-76,-10,-66,3631437802,102.242931342128
Wed Dec 15 16:12:32 UTC 2021,-79,-8,-51,-73,-10,-63,3669118737,101.714353254933
Wed Dec 15 16:12:35 UTC 2021,-73,-9,-47,-68,-10,-57,3706528395,101.216032770627
Wed Dec 15 16:12:38 UTC 2021,-77,-8,-52,-73,-10,-63,3744000865,102.069887105405
Wed Dec 15 16:12:41 UTC 2021,-80,-8,-57,-70,-10,-60,3781681557,102.497797432695
Wed Dec 15 16:12:44 UTC 2021,-84,-7,-58,-69,-10,-59,3820824297,105.833687493002
Wed Dec 15 16:12:47 UTC 2021,-88,-9,-61,-82,-10,-71,3856666943,93.2264999796571
Wed Dec 15 16:12:49 UTC 2021,-87,-8,-61,-82,-11,-71,3884454843,75.9664305737801
Wed Dec 15 16:12:52 UTC 2021,-91,-10,-62,-75,-10,-65,3911000901,72.230867406889
Wed Dec 15 16:12:55 UTC 2021,-93,-11,-61,-80,-11,-69,3932395337,57.8323008115132
Wed Dec 15 16:12:58 UTC 2021,-93,-13,-62,-81,-10,-70,3953815239,58.3758969811364
Wed Dec 15 16:13:01 UTC 2021,-95,-14,-61,-75,-11,-64,3978291061,66.5209827253796
Wed Dec 15 16:13:04 UTC 2021,-89,-12,-57,-80,-10,-69,4004058904,69.0192848028847
Wed Dec 15 16:13:07 UTC 2021,-94,-13,-64,-79,-11,-67,4029455610,69.0155584414552
Wed Dec 15 16:13:10 UTC 2021,-90,-11,-61,-76,-10,-66,4062558518,90.1172296130597
Wed Dec 15 16:13:13 UTC 2021,-92,-12,-63,-80,-10,-69,4083650358,54.3653989953219
Wed Dec 15 16:13:16 UTC 2021,-97,-13,-65,-87,-11,-75,4103861374,54.2771647048621
Wed Dec 15 16:13:19 UTC 2021,-94,-13,-63,-82,-12,-70,4128332702,66.1347992463328
Wed Dec 15 16:13:22 UTC 2021,-94,-14,-63,-89,-13,-75,4148889756,55.3172814570223
Wed Dec 15 16:13:25 UTC 2021,-98,-18,-65,-87,-12,-75,4167295682,50.1679826875522
Wed Dec 15 16:13:28 UTC 2021,-87,-10,-58,-72,-10,-62,4189630862,60.6806478334924
Wed Dec 15 16:13:31 UTC 2021,-89,-10,-59,-87,-19,-68,4220640960,83.6634040016211
Wed Dec 15 16:13:34 UTC 2021,-87,-9,-58,-78,-11,-67,4248627513,75.5384825865561
Wed Dec 15 16:13:37 UTC 2021,-87,-10,-60,-88,-18,-70,4277640155,78.1938142572423
Wed Dec 15 16:13:40 UTC 2021,-90,-11,-66,-79,-11,-67,4303013395,68.6516173826669
Wed Dec 15 16:13:43 UTC 2021,-89,-11,-59,-82,-14,-67,4327526667,66.4690706131857
Wed Dec 15 16:13:46 UTC 2021,-95,-13,-61,0,0,0,4342079737,39.5351669601963
Wed Dec 15 16:13:49 UTC 2021,-94,-12,-63,0,0,0,4347264315,14.1059995050365
Wed Dec 15 16:13:52 UTC 2021,-93,-12,-60,0,0,0,4351857183,12.313020448233
Wed Dec 15 16:13:55 UTC 2021,-95,-12,-61,0,0,0,4357306907,14.6993260659619
Wed Dec 15 16:13:58 UTC 2021,-95,-12,-65,0,0,0,4362107997,12.8753873119155
Wed Dec 15 16:14:01 UTC 2021,-96,-12,-64,0,0,0,4367237149,13.9442362288569
Wed Dec 15 16:14:04 UTC 2021,-96,-12,-65,0,0,0,4371681715,12.0670032089722
Wed Dec 15 16:14:06 UTC 2021,-95,-13,-65,0,0,0,4375688865,10.8978099421235
Wed Dec 15 16:14:09 UTC 2021,-96,-14,-66,0,0,0,4380459995,13.0001001680016
Wed Dec 15 16:14:12 UTC 2021,-95,-13,-61,0,0,0,4384719490,11.5092568195598
Wed Dec 15 16:14:15 UTC 2021,-90,-13,-60,0,0,0,4389373840,12.7019214896993
Wed Dec 15 16:14:18 UTC 2021,-94,-12,-64,0,0,0,4393274632,10.5000971672489
Wed Dec 15 16:14:21 UTC 2021,-95,-13,-65,0,0,0,4397925328,12.7476316152874
Wed Dec 15 16:14:24 UTC 2021,-96,-13,-66,0,0,0,4402125720,10.7174136027595
Wed Dec 15 16:14:27 UTC 2021,-96,-11,-66,0,0,0,4405079840,7.93606349074303
Wed Dec 15 16:14:30 UTC 2021,-102,-16,-70,0,0,0,4408312524,8.70088135786108
Wed Dec 15 16:14:33 UTC 2021,-103,-16,-69,0,0,0,4411005928,7.31233507111137
Wed Dec 15 16:14:36 UTC 2021,-102,-15,-70,0,0,0,4413610950,7.08299393211945
Wed Dec 15 16:14:39 UTC 2021,-101,-15,-70,0,0,0,4416863108,8.80381951639282
Wed Dec 15 16:14:42 UTC 2021,-101,-13,-70,0,0,0,4420569160,9.98472417570816
Wed Dec 15 16:14:45 UTC 2021,-98,-11,-68,0,0,0,4423945652,8.86326569100106
Wed Dec 15 16:14:48 UTC 2021,-92,-9,-65,0,0,0,4430518876,17.9285766165761
Wed Dec 15 16:14:51 UTC 2021,-95,-9,-66,0,0,0,4435180652,12.6443970074062
Wed Dec 15 16:14:54 UTC 2021,-96,-10,-69,0,0,0,4438798322,9.81664899281419
Wed Dec 15 16:14:57 UTC 2021,-97,-10,-69,0,0,0,4441810800,8.15780595667449
Wed Dec 15 16:15:00 UTC 2021,-97,-11,-67,0,0,0,4445841918,11.0353754217575
Wed Dec 15 16:15:03 UTC 2021,-97,-11,-68,0,0,0,4449865546,10.8172494814585
Wed Dec 15 16:15:06 UTC 2021,-97,-10,-67,0,0,0,4453568722,10.0536140911223
Wed Dec 15 16:15:09 UTC 2021,-94,-10,-61,0,0,0,4457972842,11.7134036034845
Wed Dec 15 16:15:12 UTC 2021,-95,-10,-66,0,0,0,4463063046,13.8361776394659
Wed Dec 15 16:15:15 UTC 2021,-95,-10,-67,0,0,0,4470207008,19.4274921877235
Wed Dec 15 16:15:18 UTC 2021,-95,-11,-61,0,0,0,4476673874,17.2843596290809
Wed Dec 15 16:15:21 UTC 2021,-96,-16,-64,0,0,0,4481407554,12.8111900833821
Wed Dec 15 16:15:24 UTC 2021,-95,-14,-65,0,0,0,4485489604,11.0955392623182
Wed Dec 15 16:15:26 UTC 2021,-88,-10,-60,-82,-10,-71,4509535140,65.1808622737961
Wed Dec 15 16:15:29 UTC 2021,-87,-9,-62,-83,-11,-72,4538614368,78.9851312946373
Wed Dec 15 16:15:33 UTC 2021,-83,-9,-54,-70,-10,-60,4572692370,92.7008308429793
Wed Dec 15 16:15:36 UTC 2021,-81,-8,-58,-71,-10,-60,4611282348,93.7414554946333
Wed Dec 15 16:15:39 UTC 2021,-85,-9,-59,-77,-10,-66,4647026126,96.750032302881
Wed Dec 15 16:15:42 UTC 2021,-93,-10,-68,-84,-11,-72,4668398092,57.9676178225611
Wed Dec 15 16:15:45 UTC 2021,-97,-11,-69,-82,-10,-71,4684891072,44.9988133110577
Wed Dec 15 16:15:47 UTC 2021,-97,-11,-62,-92,-10,-81,4697384392,33.9239929847361
Wed Dec 15 16:15:50 UTC 2021,-97,-12,-63,-96,-12,-83,4706117732,23.7397157981703
Wed Dec 15 16:15:53 UTC 2021,-98,-10,-71,-97,-12,-84,4713529836,19.9693264726409
Wed Dec 15 16:15:56 UTC 2021,-97,-10,-70,-102,-14,-88,4717527998,10.7964201824192
Wed Dec 15 16:15:59 UTC 2021,-98,-9,-71,-95,-11,-84,4721293970,10.2624847102516
Wed Dec 15 16:16:02 UTC 2021,-99,-10,-72,-92,-10,-81,4727910696,17.9808013734936
Wed Dec 15 16:16:05 UTC 2021,-104,-13,-74,-99,-13,-86,4735525090,20.6294805780608
Wed Dec 15 16:16:08 UTC 2021,-102,-12,-73,-95,-11,-84,4741424214,16.028891879232
Wed Dec 15 16:16:11 UTC 2021,-101,-11,-73,-94,-11,-83,4747550105,16.6465258564205
Wed Dec 15 16:16:14 UTC 2021,-104,-12,-73,-93,-10,-82,4754382719,17.1002660222039
Wed Dec 15 16:16:17 UTC 2021,-103,-11,-74,-94,-10,-83,4759369561,13.6096399981459
Wed Dec 15 16:16:20 UTC 2021,-104,-12,-73,-91,-10,-81,4764044154,12.6964498704136
Wed Dec 15 16:16:23 UTC 2021,-101,-11,-73,-93,-10,-83,4768136019,11.0089259113052
Wed Dec 15 16:16:26 UTC 2021,-104,-13,-74,-99,-12,-86,4774054677,16.0012242630668
Wed Dec 15 16:16:29 UTC 2021,-107,-16,-73,-95,-11,-83,4777634897,9.78216217916451
Wed Dec 15 16:16:32 UTC 2021,-100,-13,-68,-103,-14,-88,4781143213,9.56339058100032
Wed Dec 15 16:16:35 UTC 2021,-97,-13,-64,-97,-13,-83,4786142039,13.6521942832791
Wed Dec 15 16:16:38 UTC 2021,-90,-12,-60,-99,-13,-86,4793333937,19.4942641139625
Wed Dec 15 16:16:41 UTC 2021,-85,-14,-54,-104,-19,-85,4802022337,22.3029483572521
Wed Dec 15 16:16:44 UTC 2021,-77,-11,-47,-100,-15,-84,4811879177,26.4744124169046
Wed Dec 15 16:16:47 UTC 2021,-75,-11,-47,-98,-15,-83,4822929923,29.8821543751386
Wed Dec 15 16:16:50 UTC 2021,-74,-10,-43,-94,-11,-82,4834871979,32.4851458876581
Wed Dec 15 16:16:53 UTC 2021,-74,-11,-43,-99,-14,-84,4847563604,34.6192750738872
Wed Dec 15 16:16:56 UTC 2021,-74,-11,-47,-99,-13,-85,4861402128,37.6250188815523
Wed Dec 15 16:16:59 UTC 2021,-75,-11,-48,-95,-12,-82,4874794248,36.3988385670098
Wed Dec 15 16:17:02 UTC 2021,-76,-11,-47,-98,-13,-85,4888814030,37.7556845770743
Wed Dec 15 16:17:05 UTC 2021,-76,-11,-47,-100,-14,-85,4901232450,33.984864268319
Wed Dec 15 16:17:07 UTC 2021,-75,-11,-47,-99,-13,-85,4913954964,34.5852850329119
Wed Dec 15 16:17:10 UTC 2021,-75,-12,-44,-100,-14,-86,4926073784,32.8788786489309
Wed Dec 15 16:17:13 UTC 2021,-75,-11,-47,-98,-13,-84,4938625526,34.1386486249249
Wed Dec 15 16:17:16 UTC 2021,-75,-11,-48,-98,-12,-85,4951120344,34.0026402910906
Wed Dec 15 16:17:19 UTC 2021,-75,-11,-45,-98,-13,-85,4963793424,34.0909852524283
Wed Dec 15 16:17:22 UTC 2021,-76,-12,-45,-98,-13,-85,4976628288,34.7544287073464
Wed Dec 15 16:17:25 UTC 2021,-75,-11,-48,-99,-14,-85,4987848308,28.9752597525956
Wed Dec 15 16:17:28 UTC 2021,-75,-11,-43,-99,-13,-86,5000139398,33.2004997574597
Wed Dec 15 16:17:31 UTC 2021,-74,-11,-47,-99,-14,-85,5013224428,35.4886300200864
Wed Dec 15 16:17:34 UTC 2021,-74,-11,-42,-98,-12,-85,5024444448,30.3622931175312
Wed Dec 15 16:17:37 UTC 2021,-74,-10,-44,-102,-16,-86,5036882342,33.4975258440607
Wed Dec 15 16:17:40 UTC 2021,-75,-12,-44,-102,-16,-85,5047377330,28.1810817447068
Wed Dec 15 16:17:43 UTC 2021,-74,-12,-42,-96,-11,-84,5057431906,27.4158614251006
Wed Dec 15 16:17:46 UTC 2021,-74,-11,-45,-100,-15,-85,5069565758,32.956495940045
Wed Dec 15 16:17:49 UTC 2021,-74,-11,-44,-97,-13,-84,5082466534,34.6399459527973
Wed Dec 15 16:17:52 UTC 2021,-74,-10,-43,-98,-13,-85,5094866978,31.1507184706514
Wed Dec 15 16:17:55 UTC 2021,-73,-11,-45,-99,-14,-85,5105859354,29.978905150091
Wed Dec 15 16:17:58 UTC 2021,-74,-11,-44,-101,-15,-86,5119284430,36.6266029588499
Wed Dec 15 16:18:01 UTC 2021,-73,-11,-44,-97,-13,-83,5132660072,36.2389821818985
Wed Dec 15 16:18:04 UTC 2021,-74,-10,-44,-98,-14,-84,5146576492,37.7981135436773
Wed Dec 15 16:18:07 UTC 2021,-74,-10,-48,-98,-13,-85,5159892266,36.2640318045578
Wed Dec 15 16:18:10 UTC 2021,-74,-11,-47,-99,-14,-85,5172133922,33.3101704206255
Wed Dec 15 16:18:13 UTC 2021,-74,-10,-43,-97,-12,-85,5186246580,38.6330032318635
Wed Dec 15 16:18:16 UTC 2021,-74,-10,-44,-97,-12,-84,5198936138,34.478406976742
Wed Dec 15 16:18:19 UTC 2021,-74,-10,-45,-102,-16,-86,5213101286,38.3044258482074
Wed Dec 15 16:18:22 UTC 2021,-77,-11,-45,-95,-12,-83,5226573485,36.3174144292003
Wed Dec 15 16:18:25 UTC 2021,-71,-11,-42,-93,-12,-80,5242299489,42.8537600495617
Wed Dec 15 16:18:28 UTC 2021,-67,-11,-35,-87,-11,-76,5272485687,80.8661820628114
