Time,rsrp(dBm),rsrq(dB),rssi(dBm),nr_rsrp(dBm),nr_rsrq(dB),nr_rssi(dBm),Sent Bytes,RATE(MBit/s),NR UL BW
Sat Aug 20 13:31:09 UTC 2022,-89,-8,-61,0,0,0,305571236,24.3668193789286,0
Sat Aug 20 13:31:12 UTC 2022,-85,-7,-56,0,0,0,315342690,26.4011203640989,0
Sat Aug 20 13:31:15 UTC 2022,-91,-8,-63,0,0,0,327563414,32.3128113765429,0
Sat Aug 20 13:31:18 UTC 2022,-93,-10,-62,0,0,0,335222688,20.7218745143337,0
Sat Aug 20 13:31:21 UTC 2022,-92,-10,-60,0,0,0,344705028,25.6233713604431,0
Sat Aug 20 13:31:24 UTC 2022,-94,-11,-63,0,0,0,352025754,19.7078164260301,0
Sat Aug 20 13:31:27 UTC 2022,-97,-12,-61,0,0,0,357285232,13.4753337852875,0
Sat Aug 20 13:31:30 UTC 2022,-95,-15,-56,0,0,0,362150788,12.7858666417699,0
Sat Aug 20 13:31:33 UTC 2022,-87,-11,-55,0,0,0,369579370,19.5730177501406,0
Sat Aug 20 13:31:36 UTC 2022,-90,-13,-58,0,0,0,387868780,49.652488222713,0
Sat Aug 20 13:31:39 UTC 2022,-93,-12,-62,0,0,0,401901902,38.0333480525623,0
Sat Aug 20 13:31:42 UTC 2022,-93,-13,-57,0,0,0,413465016,30.4669988864322,0
Sat Aug 20 13:31:45 UTC 2022,-91,-13,-62,0,0,0,428564236,39.3465857816559,0
Sat Aug 20 13:31:48 UTC 2022,-83,-15,-46,0,0,0,448655311,54.6261182722386,0
Sat Aug 20 13:31:51 UTC 2022,-83,-13,-48,0,0,0,476414047,75.3224034615356,0
Sat Aug 20 13:31:54 UTC 2022,-82,-13,-44,0,0,0,501711995,66.9117204582115,0
Sat Aug 20 13:31:57 UTC 2022,-84,-14,-48,0,0,0,527895562,70.6548715900975,0
Sat Aug 20 13:32:00 UTC 2022,-77,-8,-49,0,0,0,554744873,71.9288786796613,0
Sat Aug 20 13:32:03 UTC 2022,-75,-8,-46,0,0,0,584978417,79.6930477415239,0
Sat Aug 20 13:32:06 UTC 2022,-77,-9,-47,0,0,0,605605215,53.2393703146463,0
Sat Aug 20 13:32:09 UTC 2022,-86,-13,-49,0,0,0,618705225,35.3664583563612,0
Sat Aug 20 13:32:12 UTC 2022,-72,-8,-41,0,0,0,635544243,44.786703879913,0
Sat Aug 20 13:32:15 UTC 2022,-72,-9,-42,0,0,0,665853505,81.2570641463642,0
Sat Aug 20 13:32:18 UTC 2022,-75,-8,-46,0,0,0,695903297,79.2276276865472,0
Sat Aug 20 13:32:21 UTC 2022,-76,-9,-48,0,0,0,725779409,80.2268486200399,0
Sat Aug 20 13:32:24 UTC 2022,-75,-9,-45,0,0,0,752801008,73.4337963924087,0
Sat Aug 20 13:32:27 UTC 2022,-76,-10,-46,0,0,0,776417303,63.8480277169088,0
Sat Aug 20 13:32:30 UTC 2022,-88,-11,-52,0,0,0,801330541,67.0623323976288,0
Sat Aug 20 13:32:33 UTC 2022,-86,-9,-59,0,0,0,825110529,62.8652631547435,0
Sat Aug 20 13:32:36 UTC 2022,-92,-11,-60,0,0,0,828988851,10.2435673940906,0
Sat Aug 20 13:32:39 UTC 2022,-92,-10,-60,0,0,0,833664109,12.6448971619188,0
Sat Aug 20 13:32:42 UTC 2022,-93,-12,-62,0,0,0,838198017,12.2838118860868,0
Sat Aug 20 13:32:45 UTC 2022,-94,-12,-61,0,0,0,846779314,22.7905826211131,0
Sat Aug 20 13:32:48 UTC 2022,-95,-13,-61,0,0,0,851240334,11.8644209638774,0
Sat Aug 20 13:32:51 UTC 2022,-97,-14,-61,0,0,0,858803908,20.0655765396646,0
Sat Aug 20 13:32:54 UTC 2022,-97,-14,-61,0,0,0,865729922,18.7055703870455,0
Sat Aug 20 13:32:57 UTC 2022,-87,-10,-56,0,0,0,870827668,13.745466750306,0
Sat Aug 20 13:33:00 UTC 2022,-91,-11,-63,0,0,0,878806091,21.3686298027304,0
Sat Aug 20 13:33:03 UTC 2022,-84,-11,-55,0,0,0,890649279,31.2216453948422,0
Sat Aug 20 13:33:06 UTC 2022,-95,-10,-65,0,0,0,897749799,18.5421313831566,0
Sat Aug 20 13:33:09 UTC 2022,-96,-9,-63,0,0,0,903180049,14.6494814951045,0
Sat Aug 20 13:33:12 UTC 2022,-100,-12,-64,0,0,0,910711993,20.2654453321283,0
Sat Aug 20 13:33:15 UTC 2022,-108,-17,-70,0,0,0,914572339,10.2557164329342,0
Sat Aug 20 13:33:18 UTC 2022,-101,-13,-69,0,0,0,919517237,12.8988920738623,0
Sat Aug 20 13:33:21 UTC 2022,-101,-15,-68,0,0,0,923753581,11.3120470227748,0
Sat Aug 20 13:33:24 UTC 2022,-101,-16,-67,0,0,0,927597449,10.4040913293638,0
Sat Aug 20 13:33:27 UTC 2022,-102,-13,-70,0,0,0,932864417,14.1625270699603,0
Sat Aug 20 13:33:30 UTC 2022,-103,-14,-68,0,0,0,939801655,18.6505562816966,0
Sat Aug 20 13:33:33 UTC 2022,-102,-14,-68,0,0,0,946371883,16.6266835322744,0
Sat Aug 20 13:33:36 UTC 2022,-101,-13,-68,0,0,0,951850069,14.9185074278937,0
Sat Aug 20 13:33:39 UTC 2022,-106,-14,-71,0,0,0,956293137,11.0541054459547,0
Sat Aug 20 13:33:42 UTC 2022,-102,-17,-67,0,0,0,960397728,11.1083380461621,0
Sat Aug 20 13:33:45 UTC 2022,-105,-16,-70,0,0,0,964920388,11.6838171337945,0
Sat Aug 20 13:33:48 UTC 2022,-107,-15,-70,0,0,0,969791884,13.1365221067391,0
Sat Aug 20 13:33:51 UTC 2022,-112,-19,-71,0,0,0,972937684,8.56245707569281,0
Sat Aug 20 13:33:54 UTC 2022,-107,-16,-69,0,0,0,976186846,8.62131848179827,0
Sat Aug 20 13:33:57 UTC 2022,-108,-15,-71,0,0,0,979424024,8.7106451372228,0
Sat Aug 20 13:34:00 UTC 2022,-110,-19,-66,0,0,0,981434340,5.43745130598814,0
Sat Aug 20 13:34:03 UTC 2022,-106,-15,-70,0,0,0,984117258,7.09066188760743,0
Sat Aug 20 13:34:06 UTC 2022,-105,-13,-72,0,0,0,988368582,10.8052363136917,0
Sat Aug 20 13:34:09 UTC 2022,-108,-17,-67,0,0,0,991924834,9.37795892670334,0
Sat Aug 20 13:34:12 UTC 2022,-108,-17,-68,0,0,0,993684984,4.74850738661485,0
Sat Aug 20 13:34:15 UTC 2022,-110,-15,-74,0,0,0,995334282,4.44717892786453,0
Sat Aug 20 13:34:18 UTC 2022,-111,-16,-74,0,0,0,997003054,4.41674006196599,0
Sat Aug 20 13:34:21 UTC 2022,-112,-18,-70,0,0,0,999946624,7.96038813325066,0
Sat Aug 20 13:34:24 UTC 2022,-113,-18,-74,0,0,0,1002433304,6.5795807291648,0
Sat Aug 20 13:34:27 UTC 2022,-114,-18,-74,0,0,0,1003640692,3.2275879660456,0
Sat Aug 20 13:34:30 UTC 2022,-114,-19,-73,0,0,0,1005084764,3.90775460722996,0
Sat Aug 20 13:34:33 UTC 2022,-116,-20,-74,0,0,0,1006235228,2.91301427778201,0
Sat Aug 20 13:34:36 UTC 2022,-107,-12,-78,0,0,0,1009127918,7.79816177279026,0
Sat Aug 20 13:34:39 UTC 2022,-111,-14,-77,0,0,0,1012637732,9.49869005632058,0
Sat Aug 20 13:34:42 UTC 2022,-108,-13,-77,0,0,0,1016080136,9.04169425774966,0
Sat Aug 20 13:34:45 UTC 2022,-109,-14,-78,0,0,0,1019518046,8.86098873324699,0
Sat Aug 20 13:34:48 UTC 2022,-102,-10,-75,0,0,0,1023612132,10.9706196991877,0
Sat Aug 20 13:34:51 UTC 2022,-103,-9,-75,0,0,0,1029211656,14.9848272450408,0
Sat Aug 20 13:34:54 UTC 2022,-110,-15,-76,0,0,0,1033741608,12.1906934452112,0
Sat Aug 20 13:34:57 UTC 2022,-114,-20,-74,0,0,0,1037299410,9.47023205180123,0
Sat Aug 20 13:35:00 UTC 2022,-105,-14,-74,0,0,0,1040015284,7.3413173013699,0
Sat Aug 20 13:35:03 UTC 2022,-106,-13,-74,0,0,0,1044113812,11.1409635072239,0
Sat Aug 20 13:35:06 UTC 2022,-112,-17,-75,0,0,0,1047165238,8.16263977344448,0
Sat Aug 20 13:35:09 UTC 2022,-115,-18,-80,0,0,0,1049678882,6.65202357916882,0
Sat Aug 20 13:35:12 UTC 2022,-110,-16,-75,0,0,0,1052041228,6.14270674083447,0
Sat Aug 20 13:35:15 UTC 2022,-109,-15,-75,0,0,0,1056656566,12.3524440628245,0
Sat Aug 20 13:35:18 UTC 2022,-103,-12,-73,0,0,0,1062299532,15.0904312965145,0
Sat Aug 20 13:35:21 UTC 2022,-101,-11,-68,0,0,0,1068344014,16.1448308651356,0
Sat Aug 20 13:35:24 UTC 2022,-102,-12,-71,0,0,0,1073715842,14.3133817558699,0
Sat Aug 20 13:35:27 UTC 2022,-106,-14,-76,0,0,0,1079334840,14.6945468319857,0
Sat Aug 20 13:35:30 UTC 2022,-99,-11,-69,0,0,0,1084437028,13.6179479721063,0
Sat Aug 20 13:35:33 UTC 2022,-100,-12,-70,0,0,0,1089434356,13.4868056538845,0
Sat Aug 20 13:35:36 UTC 2022,-104,-14,-73,0,0,0,1094717802,14.2063054334239,0
Sat Aug 20 13:35:39 UTC 2022,-105,-13,-74,0,0,0,1098955696,10.6883382659887,0
Sat Aug 20 13:35:42 UTC 2022,-113,-17,-76,0,0,0,1103139610,11.2088213184861,0
Sat Aug 20 13:35:45 UTC 2022,-114,-19,-77,0,0,0,1105919898,7.06820959329726,0
Sat Aug 20 13:35:48 UTC 2022,-106,-14,-76,0,0,0,1108796162,7.72626910961154,0
Sat Aug 20 13:35:51 UTC 2022,-115,-17,-78,0,0,0,1112506708,9.95579876017226,0
Sat Aug 20 13:35:54 UTC 2022,-111,-16,-77,0,0,0,1116211262,9.90859961301127,0
Sat Aug 20 13:35:57 UTC 2022,-105,-13,-73,0,0,0,1120240882,10.852494649127,0
Sat Aug 20 13:36:00 UTC 2022,-109,-14,-76,0,0,0,1124319936,10.9476553511749,0
Sat Aug 20 13:36:03 UTC 2022,-110,-15,-74,0,0,0,1128616200,11.3998479083484,0
Sat Aug 20 13:36:06 UTC 2022,-110,-16,-76,0,0,0,1131685602,8.31514493356216,0
Sat Aug 20 13:36:10 UTC 2022,-107,-14,-76,0,0,0,1138500004,18.2143517801586,0
Sat Aug 20 13:36:13 UTC 2022,-109,-16,-75,0,0,0,1142628492,9.44993110720404,0
Sat Aug 20 13:36:16 UTC 2022,-113,-17,-77,0,0,0,1143951278,3.54688279727063,0
Sat Aug 20 13:36:19 UTC 2022,-108,-15,-76,0,0,0,1145804304,4.91705696217818,0
Sat Aug 20 13:36:22 UTC 2022,-115,-20,-76,0,0,0,1147610892,4.85116464046008,0
Sat Aug 20 13:36:25 UTC 2022,-116,-20,-77,0,0,0,1149438452,4.92999254331072,0
Sat Aug 20 13:36:28 UTC 2022,-115,-20,-78,0,0,0,1152341576,7.74174357480179,0
Sat Aug 20 13:36:31 UTC 2022,-109,-14,-77,0,0,0,1154655986,6.13034847636076,0
Sat Aug 20 13:36:34 UTC 2022,-110,-15,-77,0,0,0,1156703792,5.01633577494709,0
Sat Aug 20 13:36:37 UTC 2022,-112,-16,-79,0,0,0,1158257218,4.16619325699916,0
Sat Aug 20 13:36:40 UTC 2022,-114,-18,-78,0,0,0,1160249558,5.21994757308782,0
Sat Aug 20 13:36:43 UTC 2022,-116,-20,-77,0,0,0,1161533344,3.33704487230316,0
Sat Aug 20 13:36:46 UTC 2022,-116,-19,-79,0,0,0,1162806644,3.41467896174215,0
Sat Aug 20 13:36:49 UTC 2022,-116,-20,-77,0,0,0,1163853746,2.81785893782379,0
Sat Aug 20 13:36:52 UTC 2022,-112,-16,-78,0,0,0,1165115114,3.3929172551705,0
Sat Aug 20 13:36:55 UTC 2022,-107,-13,-75,0,0,0,1167207820,5.04479997096412,0
Sat Aug 20 13:36:58 UTC 2022,-100,-9,-72,0,0,0,1173610312,16.698340091866,0
Sat Aug 20 13:37:01 UTC 2022,-98,-8,-72,0,0,0,1181022456,19.9688791388065,0
Sat Aug 20 13:37:04 UTC 2022,-101,-9,-74,0,0,0,1187827870,18.2828944323943,0
Sat Aug 20 13:37:08 UTC 2022,-97,-8,-68,0,0,0,1194328020,17.1690467835508,0
Sat Aug 20 13:37:11 UTC 2022,-98,-11,-63,0,0,0,1201121450,17.5447441742378,0
Sat Aug 20 13:37:14 UTC 2022,-94,-11,-61,0,0,0,1210443806,24.3761878807212,0
Sat Aug 20 13:37:17 UTC 2022,-86,-9,-56,0,0,0,1220404338,26.8643482210336,0
Sat Aug 20 13:37:19 UTC 2022,-84,-8,-60,0,0,0,1231691768,30.3732189265635,0
Sat Aug 20 13:37:22 UTC 2022,-82,-9,-58,0,0,0,1243265729,31.4410855907527,0
Sat Aug 20 13:37:26 UTC 2022,-83,-8,-52,0,0,0,1255017785,31.23785879109,0
Sat Aug 20 13:37:29 UTC 2022,-85,-8,-58,0,0,0,1265976212,27.6960952842809,0
Sat Aug 20 13:37:32 UTC 2022,-82,-8,-48,0,0,0,1277605662,31.481649546207,0
Sat Aug 20 13:37:35 UTC 2022,-81,-10,-52,0,0,0,1288674703,28.6390022915413,0
Sat Aug 20 13:37:38 UTC 2022,-79,-11,-49,0,0,0,1299612334,29.8064944576569,0
Sat Aug 20 13:37:41 UTC 2022,-76,-9,-50,0,0,0,1310547734,29.5701475893784,0
Sat Aug 20 13:37:44 UTC 2022,-76,-9,-50,0,0,0,1321719818,29.7496575157019,0
Sat Aug 20 13:37:47 UTC 2022,-75,-9,-46,0,0,0,1332718647,29.1837321645812,0
Sat Aug 20 13:37:50 UTC 2022,-75,-9,-50,0,0,0,1343487346,29.0089040520152,0
Sat Aug 20 13:37:53 UTC 2022,-75,-8,-49,0,0,0,1355137292,31.3105967315169,0
Sat Aug 20 13:37:56 UTC 2022,-74,-8,-49,0,0,0,1366015768,28.1717295422926,0
Sat Aug 20 13:37:59 UTC 2022,-75,-8,-50,0,0,0,1377568448,31.3036365754743,0
Sat Aug 20 13:38:02 UTC 2022,-74,-8,-48,0,0,0,1389175582,29.1040188027393,0
Sat Aug 20 13:38:05 UTC 2022,-74,-8,-49,0,0,0,1400653465,30.3742703686342,0
Sat Aug 20 13:38:08 UTC 2022,-77,-8,-51,0,0,0,1411710274,28.6066228116727,0
Sat Aug 20 13:38:11 UTC 2022,-79,-10,-49,0,0,0,1422420974,28.937063835769,0
Sat Aug 20 13:38:14 UTC 2022,-77,-9,-47,0,0,0,1433951080,30.8416304762341,0
Sat Aug 20 13:38:17 UTC 2022,-81,-11,-53,0,0,0,1444919488,27.6146568996083,0
Sat Aug 20 13:38:20 UTC 2022,-83,-11,-55,0,0,0,1455510348,28.4495134823763,0
Sat Aug 20 13:38:23 UTC 2022,-82,-8,-61,0,0,0,1464964226,25.4426486682146,0
Sat Aug 20 13:38:26 UTC 2022,-78,-7,-51,0,0,0,1474915492,26.635769936984,0
Sat Aug 20 13:38:29 UTC 2022,-74,-7,-49,0,0,0,1484869754,26.868698549133,0
Sat Aug 20 13:38:32 UTC 2022,-79,-7,-56,0,0,0,1495063644,26.890889174987,0
Sat Aug 20 13:38:35 UTC 2022,-82,-8,-59,0,0,0,1505396848,27.4865994234604,0
Sat Aug 20 13:38:38 UTC 2022,-78,-7,-51,0,0,0,1515286719,26.443302170764,0
Sat Aug 20 13:38:41 UTC 2022,-59,-7,-36,0,0,0,1525561884,27.2169711414654,0
Sat Aug 20 13:38:44 UTC 2022,-61,-7,-35,0,0,0,1535439748,26.1287887975867,0
Sat Aug 20 13:38:47 UTC 2022,-59,-7,-34,0,0,0,1545701048,27.2452642230542,0
Sat Aug 20 13:38:50 UTC 2022,-59,-6,-35,0,0,0,1555755664,26.9449502158531,0
Sat Aug 20 13:38:53 UTC 2022,-62,-7,-36,0,0,0,1565660667,26.4712774034382,0
Sat Aug 20 13:38:56 UTC 2022,-66,-7,-37,0,0,0,1575625363,26.6086266260519,0
Sat Aug 20 13:38:59 UTC 2022,-67,-8,-37,0,0,0,1585636497,26.7593448618358,0
Sat Aug 20 13:39:02 UTC 2022,-68,-8,-42,0,0,0,1595339043,25.2172777125799,0
Sat Aug 20 13:39:05 UTC 2022,-67,-8,-39,0,0,0,1605314225,26.4385519697546,0
Sat Aug 20 13:39:08 UTC 2022,-71,-7,-47,0,0,0,1614840082,25.8694717382743,0
Sat Aug 20 13:39:11 UTC 2022,-82,-9,-55,0,0,0,1625022040,27.5198093020168,0
Sat Aug 20 13:39:14 UTC 2022,-82,-10,-55,0,0,0,1634866948,24.9646335068675,0
Sat Aug 20 13:39:17 UTC 2022,-81,-10,-53,0,0,0,1644518614,24.645271220889,0
Sat Aug 20 13:39:20 UTC 2022,-77,-9,-52,0,0,0,1654405414,26.1511000013579,0
Sat Aug 20 13:39:23 UTC 2022,-81,-9,-53,0,0,0,1663928200,25.3090733233685,0
Sat Aug 20 13:39:26 UTC 2022,-81,-10,-54,0,0,0,1673812228,26.6276580752765,0
Sat Aug 20 13:39:29 UTC 2022,-87,-12,-56,0,0,0,1683210878,24.5003490603729,0
Sat Aug 20 13:39:32 UTC 2022,-84,-11,-56,0,0,0,1692720338,25.4055500121492,0
Sat Aug 20 13:39:35 UTC 2022,-83,-11,-56,0,0,0,1701679876,22.7389070893632,0
Sat Aug 20 13:39:38 UTC 2022,-83,-10,-57,0,0,0,1711494812,26.4712193760327,0
Sat Aug 20 13:39:41 UTC 2022,-81,-10,-52,0,0,0,1720402047,23.7877538921827,0
Sat Aug 20 13:39:44 UTC 2022,-86,-10,-57,0,0,0,1729193809,23.6580503796363,0
Sat Aug 20 13:39:47 UTC 2022,-87,-10,-61,0,0,0,1738848291,26.0613622694169,0
Sat Aug 20 13:39:50 UTC 2022,-95,-11,-65,0,0,0,1747129235,21.9757246876611,0
Sat Aug 20 13:39:53 UTC 2022,-93,-10,-65,0,0,0,1754637211,20.2248513658245,0
Sat Aug 20 13:39:56 UTC 2022,-99,-12,-69,0,0,0,1761077113,17.2945594313594,0
Sat Aug 20 13:40:00 UTC 2022,-99,-15,-65,0,0,0,1767457095,17.1213443123876,0
Sat Aug 20 13:40:03 UTC 2022,-89,-11,-59,0,0,0,1777650985,24.0050687859595,0
Sat Aug 20 13:40:06 UTC 2022,-89,-11,-56,0,0,0,1789909288,31.5061306472215,0
Sat Aug 20 13:40:09 UTC 2022,-91,-11,-62,0,0,0,1802607495,34.0356311151076,0
Sat Aug 20 13:40:12 UTC 2022,-88,-12,-64,0,0,0,1818446646,42.5630918779906,0
Sat Aug 20 13:40:15 UTC 2022,-87,-12,-63,0,0,0,1827955614,25.7276544090303,0
Sat Aug 20 13:40:18 UTC 2022,-90,-12,-63,0,0,0,1836720412,22.8918193432688,0
Sat Aug 20 13:40:21 UTC 2022,-88,-11,-59,0,0,0,1847492530,28.2552875681024,0
Sat Aug 20 13:40:24 UTC 2022,-90,-11,-60,0,0,0,1856573406,23.0708862586691,0
Sat Aug 20 13:40:27 UTC 2022,-89,-11,-63,0,0,0,1864270130,20.6597601851137,0
Sat Aug 20 13:40:30 UTC 2022,-86,-11,-55,0,0,0,1872581034,22.3393447780583,0
Sat Aug 20 13:40:33 UTC 2022,-90,-11,-58,0,0,0,1883317252,28.8497518820396,0
Sat Aug 20 13:40:36 UTC 2022,-97,-12,-67,0,0,0,1888482356,12.9654747395241,0
Sat Aug 20 13:40:39 UTC 2022,-94,-11,-63,0,0,0,1892685744,11.3048143900519,0
Sat Aug 20 13:40:42 UTC 2022,-96,-12,-68,0,0,0,1898198722,14.8926051124229,0
Sat Aug 20 13:40:45 UTC 2022,-96,-14,-68,0,0,0,1903452260,14.1592449436386,0
Sat Aug 20 13:40:48 UTC 2022,-96,-14,-62,0,0,0,1908927450,14.7031007920269,0
Sat Aug 20 13:40:51 UTC 2022,-96,-13,-64,0,0,0,1914425110,14.2687084786742,0
Sat Aug 20 13:40:54 UTC 2022,-96,-12,-68,0,0,0,1920325732,15.8732715874381,0
Sat Aug 20 13:40:57 UTC 2022,-96,-13,-65,0,0,0,1925851854,14.9120645760495,0
Sat Aug 20 13:41:00 UTC 2022,-96,-13,-65,0,0,0,1930353344,12.1617949888553,0
Sat Aug 20 13:41:03 UTC 2022,-96,-13,-66,0,0,0,1935563388,14.0045255726024,0
Sat Aug 20 13:41:06 UTC 2022,-99,-14,-66,0,0,0,1940658086,13.6850380218467,0
Sat Aug 20 13:41:09 UTC 2022,-96,-11,-67,0,0,0,1945436706,12.8131138424194,0
Sat Aug 20 13:41:12 UTC 2022,-103,-13,-74,0,0,0,1948967808,9.60578616583584,0
Sat Aug 20 13:41:15 UTC 2022,-99,-11,-70,0,0,0,1952852122,10.5593029278042,0
Sat Aug 20 13:41:18 UTC 2022,-96,-12,-62,0,0,0,1956788906,10.5114850000089,0
Sat Aug 20 13:41:21 UTC 2022,-93,-12,-60,0,0,0,1964858684,21.8321905604259,0
Sat Aug 20 13:41:24 UTC 2022,-98,-14,-67,0,0,0,1970861170,15.7717090229665,0
Sat Aug 20 13:41:27 UTC 2022,-97,-12,-69,0,0,0,1976521242,15.1775205703667,0
Sat Aug 20 13:41:30 UTC 2022,-95,-12,-70,0,0,0,1984267286,20.2672688245776,0
Sat Aug 20 13:41:33 UTC 2022,-96,-12,-66,0,0,0,1990893148,17.6370089250467,0
Sat Aug 20 13:41:36 UTC 2022,-101,-14,-68,0,0,0,1994440868,9.02692891538221,0
Sat Aug 20 13:41:39 UTC 2022,-101,-14,-70,0,0,0,1998302868,10.1463137789506,0
Sat Aug 20 13:41:42 UTC 2022,-102,-15,-63,0,0,0,2001598468,8.89569839719217,0
Sat Aug 20 13:41:45 UTC 2022,-104,-14,-71,0,0,0,2004420700,7.42392342667841,0
Sat Aug 20 13:41:48 UTC 2022,-107,-15,-74,0,0,0,2007401772,7.90842641434121,0
Sat Aug 20 13:41:51 UTC 2022,-105,-16,-72,0,0,0,2010327366,7.5230486264614,0
Sat Aug 20 13:41:54 UTC 2022,-109,-17,-75,0,0,0,2013715894,8.97175605480148,0
Sat Aug 20 13:41:57 UTC 2022,-104,-15,-71,0,0,0,2016381082,6.86161366411412,0
Sat Aug 20 13:42:00 UTC 2022,-104,-15,-71,0,0,0,2019534412,8.47804044293544,0
Sat Aug 20 13:42:03 UTC 2022,-100,-14,-68,0,0,0,2023462220,10.2081069278905,0
Sat Aug 20 13:42:06 UTC 2022,-102,-16,-68,0,0,0,2027635648,11.3800091125625,0
Sat Aug 20 13:42:09 UTC 2022,-100,-14,-69,0,0,0,2032511690,12.8703986540238,0
Sat Aug 20 13:42:12 UTC 2022,-108,-18,-73,0,0,0,2035272504,7.44722708309041,0
Sat Aug 20 13:42:15 UTC 2022,-107,-17,-71,0,0,0,2038036314,7.46248425827155,0
Sat Aug 20 13:42:18 UTC 2022,-107,-17,-72,0,0,0,2040815104,7.47713800506302,0
Sat Aug 20 13:42:21 UTC 2022,-107,-17,-72,0,0,0,2043526484,7.34681061046396,0
Sat Aug 20 13:42:24 UTC 2022,-106,-18,-71,0,0,0,2046661850,8.26165741957719,0
Sat Aug 20 13:42:27 UTC 2022,-107,-18,-69,0,0,0,2049404688,7.32245000890673,0
Sat Aug 20 13:42:30 UTC 2022,-107,-18,-70,0,0,0,2051900580,6.77224321247572,0
Sat Aug 20 13:42:33 UTC 2022,-111,-18,-72,0,0,0,2053660730,4.74597418700142,0
Sat Aug 20 13:42:36 UTC 2022,-114,-20,-75,0,0,0,2055399908,4.70779755833287,0
Sat Aug 20 13:42:39 UTC 2022,-117,-20,-75,0,0,0,2056629766,3.2637815249023,0
Sat Aug 20 13:42:42 UTC 2022,-111,-19,-72,0,0,0,2057989950,3.62530014040875,0
Sat Aug 20 13:42:45 UTC 2022,-100,-14,-70,0,0,0,2060824166,7.69807120526007,0
Sat Aug 20 13:42:48 UTC 2022,-107,-18,-70,0,0,0,2065370872,12.2805725876054,0
Sat Aug 20 13:42:51 UTC 2022,-99,-12,-69,0,0,0,2073022656,19.9998310342955,0
Sat Aug 20 13:42:54 UTC 2022,-101,-14,-67,0,0,0,2082794110,26.3763151430404,0
