Time,rsrpVal_signal_info(dBm),rsrqVal_signal_info(dB),rssilte_signal_info(dBm),snrVal_signal_info(dB),Sent Bytes,RATE(MBit/s)
Sat Aug 20 13:58:47 UTC 2022,-72,-8,-38,14.2,6827798918,8.08982361734885
Sat Aug 20 13:58:49 UTC 2022,-72,-8,-45,18.6,6830519286,7.36052472478717
Sat Aug 20 13:58:53 UTC 2022,-72,-8,-45,13.6,6833263622,7.37391337381013
Sat Aug 20 13:58:56 UTC 2022,-72,-8,-45,18,6835982492,7.04637660906235
Sat Aug 20 13:58:59 UTC 2022,-62,-8,-34,23,6838698366,7.1849242927108
Sat Aug 20 13:59:02 UTC 2022,-75,-8,-49,18.6,6840876458,5.8488013959653
Sat Aug 20 13:59:05 UTC 2022,-65,-8,-34,23,6843897924,8.18886386974384
Sat Aug 20 13:59:08 UTC 2022,-76,-8,-47,17.2,6846887932,7.94147228143693
Sat Aug 20 13:59:10 UTC 2022,-76,-8,-47,21.8,6849901908,8.13874268335977
Sat Aug 20 13:59:13 UTC 2022,-82,-8,-55,13.2,6853276902,9.18346183811167
Sat Aug 20 13:59:16 UTC 2022,-82,-8,-49,17.2,6855937350,6.99385969834774
Sat Aug 20 13:59:19 UTC 2022,-82,-8,-49,18,6858653224,7.27607340128151
Sat Aug 20 13:59:22 UTC 2022,-82,-8,-49,13.8,6862877584,11.3842911070488
Sat Aug 20 13:59:25 UTC 2022,-82,-8,-49,15.6,6869215622,16.6491279981854
Sat Aug 20 13:59:28 UTC 2022,-82,-8,-57,13,6876164844,18.8060561441351
Sat Aug 20 13:59:32 UTC 2022,-82,-8,-57,20.2,6884812798,22.9343165989425
Sat Aug 20 13:59:35 UTC 2022,-125,-125,-125,-125,6891811454,18.2155427798846
Sat Aug 20 13:59:37 UTC 2022,-91,-8,-57,13.2,6899965068,21.9649188278181
Sat Aug 20 13:59:40 UTC 2022,-91,-8,-57,10.2,6909327568,25.1318705907535
Sat Aug 20 13:59:43 UTC 2022,-91,-8,-57,8,6920493660,30.0340629455733
Sat Aug 20 13:59:47 UTC 2022,-91,-8,-57,12,6930037418,25.3149047674263
Sat Aug 20 13:59:50 UTC 2022,-91,-8,-63,12.2,6939220158,23.3134458303729
Sat Aug 20 13:59:53 UTC 2022,-91,-8,-63,10.6,6945254102,16.3232744513267
Sat Aug 20 13:59:56 UTC 2022,-84,-8,-57,18.2,6951589144,16.9272074950424
Sat Aug 20 13:59:59 UTC 2022,-84,-8,-57,15,6957161704,15.139115949366
Sat Aug 20 14:00:02 UTC 2022,-102,-8,-74,3.6,6961857934,12.1970704367095
Sat Aug 20 14:00:05 UTC 2022,-125,-125,-125,-125,6966119744,11.3445158463345
Sat Aug 20 14:00:08 UTC 2022,-102,-13,-64,-8.4,6970646700,12.2760458511994
Sat Aug 20 14:00:11 UTC 2022,-102,-13,-72,1,6976384040,15.2220656095145
Sat Aug 20 14:00:14 UTC 2022,-102,-13,-72,2,6981817286,14.7120669060689
Sat Aug 20 14:00:17 UTC 2022,-102,-13,-72,0.8,6985745042,10.3053473020807
Sat Aug 20 14:00:20 UTC 2022,-102,-13,-72,-1,6989672798,10.538247666326
Sat Aug 20 14:00:22 UTC 2022,-110,-13,-72,-6.4,6993104716,9.25522953273301
Sat Aug 20 14:00:25 UTC 2022,-110,-13,-72,-2.2,6995820590,7.30282588633712
Sat Aug 20 14:00:28 UTC 2022,-110,-13,-72,5.6,6998924446,8.41221306750596
Sat Aug 20 14:00:31 UTC 2022,-116,-13,-81,-7,7001339222,6.59468756144765
Sat Aug 20 14:00:34 UTC 2022,-103,-13,-73,0.4,7004363684,8.01452527405404
Sat Aug 20 14:00:37 UTC 2022,-103,-13,-73,5.8,7007081056,7.23257350130376
Sat Aug 20 14:00:40 UTC 2022,-112,-13,-73,-6.4,7010098028,8.18231713440619
Sat Aug 20 14:00:43 UTC 2022,-104,-13,-73,-0.2,7012873822,7.39465239230494
Sat Aug 20 14:00:47 UTC 2022,-104,-18,-73,-3.6,7015889296,7.91043142085388
Sat Aug 20 14:00:50 UTC 2022,-104,-18,-73,1,7018606668,6.93898661330988
Sat Aug 20 14:00:53 UTC 2022,-104,-18,-73,3.4,7021622142,7.93998493722191
Sat Aug 20 14:00:56 UTC 2022,-104,-18,-73,7,7024639114,7.84635459764213
Sat Aug 20 14:00:59 UTC 2022,-104,-11,-73,8.6,7028047064,9.29062879950669
Sat Aug 20 14:01:02 UTC 2022,-98,-11,-73,-0.8,7031669228,9.57090517374653
Sat Aug 20 14:01:05 UTC 2022,-98,-11,-73,6.8,7034987298,8.96173414443022
Sat Aug 20 14:01:08 UTC 2022,-106,-11,-73,-1.2,7038305368,8.53297669843548
Sat Aug 20 14:01:11 UTC 2022,-106,-11,-73,1,7041624936,9.04970413348736
Sat Aug 20 14:01:14 UTC 2022,-106,-11,-73,6.2,7044944504,8.97073204519399
Sat Aug 20 14:01:17 UTC 2022,-106,-11,-73,3.4,7047968966,8.13617251673546
Sat Aug 20 14:01:19 UTC 2022,-106,-11,-73,6.2,7051290032,8.98555670371763
Sat Aug 20 14:01:22 UTC 2022,-106,-17,-79,-1.8,7054002910,7.3305986025563
Sat Aug 20 14:01:25 UTC 2022,-113,-17,-79,-7.6,7057031866,7.95702147730844
Sat Aug 20 14:01:28 UTC 2022,-113,-17,-79,-8.6,7059746242,7.35011760779569
Sat Aug 20 14:01:31 UTC 2022,-113,-17,-79,-5.2,7062459120,7.26540735544539
Sat Aug 20 14:01:34 UTC 2022,-113,-17,-79,-7.6,7065176492,7.37763948104347
Sat Aug 20 14:01:37 UTC 2022,-113,-17,-79,-4.6,7067892366,7.23044558798853
Sat Aug 20 14:01:40 UTC 2022,-113,-17,-79,-5.2,7070909338,7.93811334672027
Sat Aug 20 14:01:44 UTC 2022,-113,-17,-79,-4.8,7073625212,7.21774292975799
Sat Aug 20 14:01:46 UTC 2022,-113,-17,-79,-2,7076339588,7.13131473150755
Sat Aug 20 14:01:49 UTC 2022,-113,-17,-79,-1.2,7079058458,7.33027366004572
Sat Aug 20 14:01:52 UTC 2022,-113,-17,-79,-2,7081557122,6.64341224625907
Sat Aug 20 14:01:55 UTC 2022,-113,-17,-79,-2.4,7084574094,8.0498752083834
Sat Aug 20 14:01:59 UTC 2022,-113,-17,-79,-1,7087288470,7.27760116176239
Sat Aug 20 14:02:02 UTC 2022,-113,-17,-79,-3,7090037300,7.08449205959374
Sat Aug 20 14:02:04 UTC 2022,-113,-17,-79,-1.8,7092449080,6.57056996500529
Sat Aug 20 14:02:07 UTC 2022,-113,-17,-79,-5.2,7095280300,7.63472539980083
Sat Aug 20 14:02:11 UTC 2022,-113,-17,-79,2.6,7097997672,7.34574863314861
Sat Aug 20 14:02:14 UTC 2022,-113,-17,-79,-5.4,7101017640,7.73629775786757
Sat Aug 20 14:02:17 UTC 2022,-113,-17,-79,-2.2,7103735012,7.33695377082002
Sat Aug 20 14:02:20 UTC 2022,-113,-17,-79,0.4,7106452384,7.31127983274775
Sat Aug 20 14:02:22 UTC 2022,-113,-17,-79,-4,7109168258,7.21792663296513
Sat Aug 20 14:02:26 UTC 2022,-125,-125,-125,-125,7111968020,7.55277121950729
Sat Aug 20 14:02:29 UTC 2022,-113,-17,-79,-0.8,7114683894,6.84201105633829
Sat Aug 20 14:02:32 UTC 2022,-113,-17,-79,-2.8,7118001964,8.90757637629898
Sat Aug 20 14:02:35 UTC 2022,-103,-17,-69,0.6,7127362966,25.2874906689885
Sat Aug 20 14:02:38 UTC 2022,-97,-17,-69,12.2,7141550524,38.1741074038303
Sat Aug 20 14:02:41 UTC 2022,-97,-11,-69,5,7157236082,40.847398445374
Sat Aug 20 14:02:44 UTC 2022,-90,-11,-60,15.6,7174161984,44.9348835118993
Sat Aug 20 14:02:47 UTC 2022,-90,-11,-60,10.4,7190774804,43.8716911641919
Sat Aug 20 14:02:50 UTC 2022,-90,-11,-60,14,7207684228,45.4687098092342
Sat Aug 20 14:02:53 UTC 2022,-90,-11,-60,11.8,7224981634,46.7890658329332
Sat Aug 20 14:02:56 UTC 2022,-125,-125,-125,-125,7241595952,42.6832569599476
Sat Aug 20 14:02:59 UTC 2022,-91,-11,-60,9.2,7259104576,46.6478634249089
Sat Aug 20 14:03:02 UTC 2022,-91,-11,-60,12.4,7275404314,43.053469408826
Sat Aug 20 14:03:05 UTC 2022,-91,-11,-60,9.6,7292015636,44.9395742715962
Sat Aug 20 14:03:08 UTC 2022,-91,-11,-60,12.8,7308327358,44.2649785389902
Sat Aug 20 14:03:11 UTC 2022,-91,-11,-60,16.2,7324785884,44.2599439073851
Sat Aug 20 14:03:14 UTC 2022,-91,-11,-60,19.2,7340490916,40.9986762085013
Sat Aug 20 14:03:17 UTC 2022,-82,-11,-60,19.6,7357091752,43.442655728511
Sat Aug 20 14:03:20 UTC 2022,-82,-11,-60,17.4,7374017654,45.7266715459287
Sat Aug 20 14:03:23 UTC 2022,-77,-11,-48,16.2,7390700880,44.9305278362491
Sat Aug 20 14:03:26 UTC 2022,-77,-11,-48,28.4,7406226152,42.0525666800841
Sat Aug 20 14:03:29 UTC 2022,-77,-11,-48,25,7408639430,6.49272758680036
Sat Aug 20 14:03:32 UTC 2022,-77,-11,-41,23.2,7411660896,7.85717009174428
Sat Aug 20 14:03:35 UTC 2022,-77,-11,-48,15.6,7414376770,7.18451803072899
Sat Aug 20 14:03:38 UTC 2022,-77,-11,-48,7.4,7424338470,26.9101324410654
Sat Aug 20 14:03:41 UTC 2022,-77,-11,-48,15.8,7438272866,36.5928885062559
Sat Aug 20 14:03:44 UTC 2022,-77,-11,-48,10.2,7450977404,33.0020678476177
Sat Aug 20 14:03:47 UTC 2022,-77,-11,-48,12.4,7463358374,32.0757823477243
Sat Aug 20 14:03:50 UTC 2022,-77,-11,-48,15,7469702404,16.9912280591945
Sat Aug 20 14:03:53 UTC 2022,-85,-11,-56,11.6,7478154120,22.7741117699175
Sat Aug 20 14:03:56 UTC 2022,-90,-11,-56,16.2,7486911428,23.5852642304011
Sat Aug 20 14:03:59 UTC 2022,-90,-11,-56,12.6,7499891598,35.0400931532753
Sat Aug 20 14:04:02 UTC 2022,-90,-11,-62,10.6,7508424206,22.910152698817
Sat Aug 20 14:04:05 UTC 2022,-90,-11,-62,4.6,7516285710,20.5135719912824
Sat Aug 20 14:04:08 UTC 2022,-90,-11,-62,10.2,7525267718,24.3253411767547
Sat Aug 20 14:04:11 UTC 2022,-90,-11,-62,10.4,7535750722,28.1999918447903
Sat Aug 20 14:04:14 UTC 2022,-90,-11,-62,16.6,7547685288,31.6173300612417
Sat Aug 20 14:04:17 UTC 2022,-96,-11,-62,10.4,7556138502,22.729187894223
Sat Aug 20 14:04:20 UTC 2022,-96,-11,-62,14,7564587222,21.6073950485548
Sat Aug 20 14:04:23 UTC 2022,-96,-11,-62,18,7573347526,23.5390728420885
Sat Aug 20 14:04:26 UTC 2022,-96,-11,-62,12,7582713022,25.1685069615108
Sat Aug 20 14:04:29 UTC 2022,-96,-11,-62,2.6,7590862142,21.7232885848915
Sat Aug 20 14:04:32 UTC 2022,-96,-11,-62,13,7597508768,18.00812155763
Sat Aug 20 14:04:35 UTC 2022,-96,-11,-62,7.6,7607773064,25.9849675955771
Sat Aug 20 14:04:38 UTC 2022,-96,-11,-62,8.2,7617731768,26.2942516960615
Sat Aug 20 14:04:41 UTC 2022,-96,-11,-62,11.6,7625882386,21.9695969957496
Sat Aug 20 14:04:44 UTC 2022,-96,-11,-62,12.2,7634335600,22.3306045474413
Sat Aug 20 14:04:47 UTC 2022,-96,-11,-68,13.4,7648109710,36.9782248599919
Sat Aug 20 14:04:50 UTC 2022,-96,-11,-68,13.2,7661402962,35.7560613049297
Sat Aug 20 14:04:53 UTC 2022,-96,-11,-68,13.2,7674079038,32.9337619024731
Sat Aug 20 14:04:56 UTC 2022,-96,-11,-68,12.4,7686862970,34.2663575964524
Sat Aug 20 14:04:59 UTC 2022,-96,-11,-68,12.8,7700142740,35.9261215453722
Sat Aug 20 14:05:02 UTC 2022,-96,-11,-68,12.8,7706007410,15.1998268996063
