Time,ecioVal_signal_info(dB),rssiumts_signal_info(dBm),Sent Bytes,RATE(MBit/s)
Sat Aug 20 13:32:54 UTC 2022,-4.5,-48,428424193,14.6739474513239
Sat Aug 20 13:32:57 UTC 2022,-4.5,-48,433852945,14.637985123554
Sat Aug 20 13:33:00 UTC 2022,-6,-48,439287689,14.5558881258377
Sat Aug 20 13:33:03 UTC 2022,-6,-48,444719437,14.3194644828862
Sat Aug 20 13:33:06 UTC 2022,-6,-58,450146691,14.1726037977165
Sat Aug 20 13:33:09 UTC 2022,-6,-58,455280337,13.8493167127512
Sat Aug 20 13:33:12 UTC 2022,-12,-58,460713583,14.618689383379
Sat Aug 20 13:33:15 UTC 2022,-9.5,-58,466143833,14.4264540432234
Sat Aug 20 13:33:18 UTC 2022,-9.5,-64,471264197,13.3565995931341
Sat Aug 20 13:33:21 UTC 2022,-11.5,-64,476141765,13.0242677584213
Sat Aug 20 13:33:24 UTC 2022,-11.5,-64,481570597,14.6940696037878
Sat Aug 20 13:33:27 UTC 2022,-11.5,-72,486699789,13.7920565583508
Sat Aug 20 13:33:30 UTC 2022,-11.5,-72,491826173,13.782129618962
Sat Aug 20 13:33:33 UTC 2022,-13,-72,496953903,12.9762839202763
Sat Aug 20 13:33:36 UTC 2022,-14,-80,502074335,13.9442514047578
Sat Aug 20 13:33:39 UTC 2022,-14,-80,507202065,12.757506326346
Sat Aug 20 13:33:42 UTC 2022,-12.5,-80,512629551,14.6885156715522
Sat Aug 20 13:33:45 UTC 2022,-9,-80,517755783,13.243082007802
Sat Aug 20 13:33:48 UTC 2022,-9,-80,523187875,14.6482305730807
Sat Aug 20 13:33:51 UTC 2022,-9,-80,528315721,13.9573276323234
Sat Aug 20 13:33:54 UTC 2022,-7.5,-80,533558837,13.912071134961
Sat Aug 20 13:33:57 UTC 2022,-7.5,-80,538865021,14.2779562497983
Sat Aug 20 13:34:00 UTC 2022,-10.5,-80,544290929,14.6758571989536
Sat Aug 20 13:34:03 UTC 2022,-6,-80,550026923,15.1596113050585
Sat Aug 20 13:34:06 UTC 2022,-6,-80,555171283,13.0749915750253
Sat Aug 20 13:34:09 UTC 2022,-8.5,-80,560601877,14.3206632937153
Sat Aug 20 13:34:12 UTC 2022,-8.5,-80,566041267,14.6743082087771
Sat Aug 20 13:34:15 UTC 2022,-8.5,-80,571170571,13.8306920055752
Sat Aug 20 13:34:18 UTC 2022,-8.5,-80,576295381,13.5638383415853
Sat Aug 20 13:34:21 UTC 2022,-5.5,-74,581426107,13.8751823008662
Sat Aug 20 13:34:24 UTC 2022,-5.5,-74,586567395,13.6034871587362
Sat Aug 20 13:34:27 UTC 2022,-5.5,-74,591987427,14.4888222003052
Sat Aug 20 13:34:30 UTC 2022,-7,-74,597419327,14.6990816600643
Sat Aug 20 13:34:33 UTC 2022,-7,-74,602683375,13.3287499503938
Sat Aug 20 13:34:36 UTC 2022,-7,-74,607680703,13.4718798681139
Sat Aug 20 13:34:39 UTC 2022,-8.5,-74,613105711,14.6818234655909
Sat Aug 20 13:34:42 UTC 2022,-8.5,-74,618107737,13.1381411831135
Sat Aug 20 13:34:45 UTC 2022,-7,-74,623679223,14.3601416771944
Sat Aug 20 13:34:48 UTC 2022,-9,-74,628804073,13.7326818160103
Sat Aug 20 13:34:51 UTC 2022,-9,-74,633929035,13.7148568712981
Sat Aug 20 13:34:54 UTC 2022,-125,-125,639178487,14.126962070978
Sat Aug 20 13:34:57 UTC 2022,-9,-74,644296191,13.6224119421012
Sat Aug 20 13:35:00 UTC 2022,-9,-74,649424073,13.8612501338366
Sat Aug 20 13:35:03 UTC 2022,-9,-74,654554763,13.9466730633238
Sat Aug 20 13:35:06 UTC 2022,-6.5,-74,659988049,14.5341739908158
Sat Aug 20 13:35:09 UTC 2022,-9,-81,665720935,15.1713181535201
Sat Aug 20 13:35:12 UTC 2022,-4.5,-72,670854581,13.3487989859478
Sat Aug 20 13:35:15 UTC 2022,-8,-72,676293938,14.5578402015698
Sat Aug 20 13:35:18 UTC 2022,-8,-72,681122190,12.9117214401537
Sat Aug 20 13:35:21 UTC 2022,-9.5,-72,685348127,11.2874913204669
Sat Aug 20 13:35:24 UTC 2022,-9.5,-72,690953801,14.9364707807015
Sat Aug 20 13:35:27 UTC 2022,-6,-72,696136881,13.5545539959132
Sat Aug 20 13:35:30 UTC 2022,-6,-72,701868348,15.2975193014927
Sat Aug 20 13:35:33 UTC 2022,-7.5,-72,707196892,14.3806925113125
Sat Aug 20 13:35:36 UTC 2022,-5.5,-72,712630296,14.6095174942996
Sat Aug 20 13:35:39 UTC 2022,-8,-72,717755073,12.92513453941
Sat Aug 20 13:35:42 UTC 2022,-8,-72,722433485,12.5335951365782
Sat Aug 20 13:35:45 UTC 2022,-10.5,-72,722433485,0
Sat Aug 20 13:35:48 UTC 2022,-12.5,-72,724846763,6.48258826877682
Sat Aug 20 13:35:51 UTC 2022,-12.5,-72,727862313,8.09104885136513
Sat Aug 20 13:35:54 UTC 2022,-5.5,-72,732992963,13.7229897592251
Sat Aug 20 13:35:57 UTC 2022,-5.5,-65,738421873,14.6210354141562
Sat Aug 20 13:36:00 UTC 2022,-5.5,-65,743846289,14.5584336097043
Sat Aug 20 13:36:03 UTC 2022,-10.5,-71,748747824,13.0058938457801
Sat Aug 20 13:36:06 UTC 2022,-4.5,-64,753874201,13.8875806228964
Sat Aug 20 13:36:10 UTC 2022,-4.5,-64,759290400,14.4770669381324
Sat Aug 20 13:36:13 UTC 2022,-4.5,-64,764406667,11.7109146680483
Sat Aug 20 13:36:16 UTC 2022,-4.5,-64,769518554,13.706876291321
Sat Aug 20 13:36:19 UTC 2022,-4.5,-64,774943230,14.3945313737427
Sat Aug 20 13:36:22 UTC 2022,-4.5,-57,780360580,14.5470116955257
Sat Aug 20 13:36:25 UTC 2022,-125,-125,785755354,14.5528440066791
Sat Aug 20 13:36:28 UTC 2022,-6,-64,791380320,15.0000635139865
Sat Aug 20 13:36:31 UTC 2022,-7.5,-70,797193062,15.3966384794303
Sat Aug 20 13:36:34 UTC 2022,-3.5,-52,802529330,13.0718007824498
Sat Aug 20 13:36:37 UTC 2022,-3.5,-52,808255132,15.3562497880892
Sat Aug 20 13:36:40 UTC 2022,-3.5,-44,813691526,14.2433980478479
Sat Aug 20 13:36:43 UTC 2022,-3.5,-53,818820833,13.3330069207942
Sat Aug 20 13:36:46 UTC 2022,-3.5,-53,824561209,15.394283483617
Sat Aug 20 13:36:49 UTC 2022,-3.5,-53,829685943,13.7911851050513
Sat Aug 20 13:36:52 UTC 2022,-3.5,-53,835721537,16.2349695154812
Sat Aug 20 13:36:55 UTC 2022,-3.5,-53,841453037,13.8166904637254
Sat Aug 20 13:36:58 UTC 2022,-3.5,-40,846582189,13.3773418973229
Sat Aug 20 13:37:01 UTC 2022,-3.5,-60,852009559,14.6217471721521
Sat Aug 20 13:37:04 UTC 2022,-8.5,-68,856840761,12.9791304610671
Sat Aug 20 13:37:08 UTC 2022,-13,-68,862274159,14.3514018069816
Sat Aug 20 13:37:11 UTC 2022,-8,-68,867103751,12.4729269464682
Sat Aug 20 13:37:14 UTC 2022,-17,-68,869515531,6.30634599311222
Sat Aug 20 13:37:17 UTC 2022,-12,-68,874343585,13.021646221904
Sat Aug 20 13:37:19 UTC 2022,-12,-68,879171639,12.9917564167636
Sat Aug 20 13:37:22 UTC 2022,-7.5,-68,884604925,14.7597188348084
Sat Aug 20 13:37:26 UTC 2022,-7.5,-68,890339385,15.2426308828986
Sat Aug 20 13:37:29 UTC 2022,-7.5,-68,895279789,12.4862719737826
Sat Aug 20 13:37:32 UTC 2022,-6.5,-68,901011289,15.5155294854086
Sat Aug 20 13:37:35 UTC 2022,-8,-68,905844029,12.5037798608229
Sat Aug 20 13:37:38 UTC 2022,-8,-68,910973297,13.9779352781088
Sat Aug 20 13:37:41 UTC 2022,-4.5,-40,916405121,14.6880623808482
Sat Aug 20 13:37:44 UTC 2022,-4.5,-48,921839941,14.4721462584319
Sat Aug 20 13:37:47 UTC 2022,-4.5,-48,926837345,13.2598570133427
Sat Aug 20 13:37:50 UTC 2022,-4.5,-48,932261795,14.6124754331934
Sat Aug 20 13:37:53 UTC 2022,-4.5,-48,937990575,15.3967683921951
Sat Aug 20 13:37:56 UTC 2022,-125,-125,943118385,13.2793671157857
Sat Aug 20 13:37:59 UTC 2022,-4.5,-48,948846937,15.5223298759861
Sat Aug 20 13:38:02 UTC 2022,-4.5,-48,954308805,13.6952247617784
Sat Aug 20 13:38:05 UTC 2022,-4.5,-48,959905493,14.8106854269982
Sat Aug 20 13:38:08 UTC 2022,-4.5,-48,965166509,13.6115130792415
Sat Aug 20 13:38:11 UTC 2022,-4.5,-57,970595341,14.6670580015933
Sat Aug 20 13:38:14 UTC 2022,-4.5,-51,976323733,15.3227515243152
Sat Aug 20 13:38:17 UTC 2022,-3,-44,981754103,13.6717930613017
Sat Aug 20 13:38:20 UTC 2022,-3,-54,986880339,13.7702623012525
Sat Aug 20 13:38:23 UTC 2022,-4.5,-54,992398005,14.8493599670477
Sat Aug 20 13:38:26 UTC 2022,-3,-54,997821379,14.5163180389531
Sat Aug 20 13:38:29 UTC 2022,-3,-54,1003244623,14.638504410914
Sat Aug 20 13:38:32 UTC 2022,-3,-46,1008669499,14.3105075004779
Sat Aug 20 13:38:35 UTC 2022,-3,-46,1013781531,13.5981420500274
Sat Aug 20 13:38:38 UTC 2022,-5.5,-53,1019508981,15.3139197688162
Sat Aug 20 13:38:41 UTC 2022,-3.5,-46,1024659569,13.6429346835382
Sat Aug 20 13:38:44 UTC 2022,-3.5,-38,1030389591,15.1569746904316
Sat Aug 20 13:38:47 UTC 2022,-3.5,-45,1035824507,14.4305031964863
Sat Aug 20 13:38:50 UTC 2022,-3.5,-45,1041045249,13.9908508967238
Sat Aug 20 13:38:53 UTC 2022,-5,-39,1046176015,13.7120534015112
Sat Aug 20 13:38:56 UTC 2022,-125,-125,1051606417,14.5007473632277
Sat Aug 20 13:38:59 UTC 2022,-3.5,-47,1057035285,14.5111384006432
Sat Aug 20 13:39:02 UTC 2022,-3.5,-47,1062464189,14.109923296724
Sat Aug 20 13:39:05 UTC 2022,-3.5,-47,1067887409,14.3738814803993
Sat Aug 20 13:39:08 UTC 2022,-3.5,-47,1073013833,13.9218844862369
Sat Aug 20 13:39:11 UTC 2022,-3.5,-47,1078740915,15.4791646652847
Sat Aug 20 13:39:14 UTC 2022,-3.5,-47,1084478331,14.5488904229921
Sat Aug 20 13:39:17 UTC 2022,-3.5,-47,1089911769,13.8741387416312
Sat Aug 20 13:39:20 UTC 2022,-3.5,-47,1095337793,14.3521155716478
Sat Aug 20 13:39:23 UTC 2022,-5,-57,1100640905,14.0942840099562
Sat Aug 20 13:39:26 UTC 2022,-125,-125,1106074267,14.6375248567892
Sat Aug 20 13:39:29 UTC 2022,-3.5,-57,1111501825,14.1485283041096
Sat Aug 20 13:39:32 UTC 2022,-3.5,-57,1117231867,15.3084264093561
Sat Aug 20 13:39:35 UTC 2022,-3.5,-57,1122665341,13.7899142186205
Sat Aug 20 13:39:38 UTC 2022,-3.5,-57,1128037169,14.4880045512589
Sat Aug 20 13:39:41 UTC 2022,-3.5,-57,1133240027,13.8948063725695
Sat Aug 20 13:39:44 UTC 2022,-5.5,-57,1138588003,14.391049898426
Sat Aug 20 13:39:47 UTC 2022,-3.5,-57,1144063269,14.7799634146525
Sat Aug 20 13:39:50 UTC 2022,-3.5,-57,1149439859,14.2682357951499
Sat Aug 20 13:39:53 UTC 2022,-6.5,-57,1154868839,14.6244891523406
Sat Aug 20 13:39:56 UTC 2022,-4,-63,1160030987,13.8631108640276
Sat Aug 20 13:40:00 UTC 2022,-5.5,-63,1166339065,16.9283824605457
Sat Aug 20 13:40:03 UTC 2022,-8,-63,1172072027,13.5002582093089
Sat Aug 20 13:40:06 UTC 2022,-5,-63,1177204175,13.1905799186785
Sat Aug 20 13:40:09 UTC 2022,-3,-63,1182820217,15.0529546288662
Sat Aug 20 13:40:12 UTC 2022,-3,-63,1187771107,13.3040707767623
Sat Aug 20 13:40:15 UTC 2022,-3,-63,1193201397,14.6923014632937
Sat Aug 20 13:40:18 UTC 2022,-7,-63,1198636141,14.1944147286582
Sat Aug 20 13:40:21 UTC 2022,-5,-69,1204369027,15.0373717151213
Sat Aug 20 13:40:24 UTC 2022,-5,-58,1209803771,13.8075182029778
Sat Aug 20 13:40:27 UTC 2022,-5,-58,1214937417,13.7798750787047
Sat Aug 20 13:40:30 UTC 2022,-7.5,-58,1220372161,14.6083530740439
Sat Aug 20 13:40:33 UTC 2022,-7.5,-58,1225206207,12.9897723468698
Sat Aug 20 13:40:36 UTC 2022,-5,-64,1230031265,12.1118892505821
Sat Aug 20 13:40:39 UTC 2022,-9,-64,1235217381,13.9478151399011
Sat Aug 20 13:40:42 UTC 2022,-5.5,-64,1240348183,13.8602055179668
Sat Aug 20 13:40:45 UTC 2022,-5.5,-64,1243368151,8.13936563016206
Sat Aug 20 13:40:48 UTC 2022,-7,-71,1248498801,13.7778714672208
Sat Aug 20 13:40:51 UTC 2022,-7,-71,1253930929,14.0986257518368
Sat Aug 20 13:40:54 UTC 2022,-7,-71,1259051665,13.7752991558469
Sat Aug 20 13:40:57 UTC 2022,-125,-125,1264482295,14.6543824491445
Sat Aug 20 13:41:00 UTC 2022,-7,-71,1269941275,14.7486711307282
Sat Aug 20 13:41:03 UTC 2022,-7,-71,1275373139,14.6007746373924
Sat Aug 20 13:41:06 UTC 2022,-7,-71,1280574195,13.9707297888421
Sat Aug 20 13:41:09 UTC 2022,-7,-71,1285701849,13.74899331743
Sat Aug 20 13:41:12 UTC 2022,-7,-71,1290837033,13.9694292111136
Sat Aug 20 13:41:15 UTC 2022,-7,-77,1295963229,13.9352937047051
Sat Aug 20 13:41:18 UTC 2022,-7,-77,1301048939,13.5791967198086
Sat Aug 20 13:41:21 UTC 2022,-9,-77,1305935415,13.2200012442657
Sat Aug 20 13:41:24 UTC 2022,-7.5,-77,1310759015,12.6741512838482
Sat Aug 20 13:41:27 UTC 2022,-5.5,-77,1315593061,12.9625263783038
Sat Aug 20 13:41:30 UTC 2022,-5.5,-77,1321024809,14.2119896173275
Sat Aug 20 13:41:33 UTC 2022,-5.5,-77,1326159953,13.6689506300312
Sat Aug 20 13:41:36 UTC 2022,-5.5,-77,1331292101,13.0583967109076
Sat Aug 20 13:41:39 UTC 2022,-7.5,-77,1336121653,12.6882832738888
Sat Aug 20 13:41:42 UTC 2022,-7.5,-77,1340641394,12.199979599898
Sat Aug 20 13:41:45 UTC 2022,-7.5,-77,1345148210,11.8552467983245
Sat Aug 20 13:41:48 UTC 2022,-7.5,-77,1350078888,13.0804972626663
Sat Aug 20 13:41:51 UTC 2022,-7.5,-77,1354895674,12.3861736458506
Sat Aug 20 13:41:54 UTC 2022,-7.5,-77,1360306231,14.325452681695
Sat Aug 20 13:41:57 UTC 2022,-6,-77,1365127229,12.4118170093317
Sat Aug 20 13:42:00 UTC 2022,-6,-77,1369949692,12.9656700531057
Sat Aug 20 13:42:03 UTC 2022,-6,-77,1374765058,12.514810047978
Sat Aug 20 13:42:06 UTC 2022,-6,-77,1379821509,13.7878162645254
Sat Aug 20 13:42:09 UTC 2022,-6,-77,1385058245,13.8224568135135
Sat Aug 20 13:42:12 UTC 2022,-6,-77,1389856516,12.9432166539315
Sat Aug 20 13:42:15 UTC 2022,-6,-77,1394957261,13.7723755496786
Sat Aug 20 13:42:18 UTC 2022,-6,-77,1400059571,13.729240430048
Sat Aug 20 13:42:21 UTC 2022,-6,-77,1405170211,13.8478944958883
Sat Aug 20 13:42:24 UTC 2022,-8,-77,1410277834,13.4585344914607
Sat Aug 20 13:42:27 UTC 2022,-9,-77,1415097407,12.8666302409317
Sat Aug 20 13:42:30 UTC 2022,-9,-77,1420215250,13.886529352739
Sat Aug 20 13:42:33 UTC 2022,-9,-77,1425334594,13.8035249713835
Sat Aug 20 13:42:36 UTC 2022,-10.5,-77,1428046265,7.34024815907402
Sat Aug 20 13:42:39 UTC 2022,-10.5,-77,1431059030,7.99523745495194
Sat Aug 20 13:42:42 UTC 2022,-9,-77,1432717316,4.41983177911067
Sat Aug 20 13:42:45 UTC 2022,-12,-77,1433319580,1.63582138988869
Sat Aug 20 13:42:48 UTC 2022,-12,-77,1435129244,4.88787049595385
Sat Aug 20 13:42:51 UTC 2022,-12,-77,1439956087,12.6161486561921
Sat Aug 20 13:42:54 UTC 2022,-7,-77,1444758525,12.9633336188158
Sat Aug 20 13:42:57 UTC 2022,-7,-77,1447465922,7.3349075578469
Sat Aug 20 13:43:00 UTC 2022,-11,-77,1452779129,14.1273459600713
Sat Aug 20 13:43:03 UTC 2022,-8.5,-70,1456481555,9.31824096575573
Sat Aug 20 13:43:06 UTC 2022,-12,-70,1456481555,0
Sat Aug 20 13:43:09 UTC 2022,-12,-70,1456481555,0
Sat Aug 20 13:43:12 UTC 2022,-16,-70,1456481555,0
Sat Aug 20 13:43:15 UTC 2022,-19.5,-78,1456481555,0
Sat Aug 20 13:43:18 UTC 2022,-125,-125,1456481555,0
Sat Aug 20 13:43:21 UTC 2022,-6.5,-70,1456481555,0
Sat Aug 20 13:43:24 UTC 2022,-13,-70,1456481555,0
Sat Aug 20 13:43:27 UTC 2022,-14.5,-78,1456782653,0.810017489341398
Sat Aug 20 13:43:30 UTC 2022,-6,-78,1461299537,11.598073510259
Sat Aug 20 13:43:33 UTC 2022,-8.5,-78,1466728859,14.7157229329144
Sat Aug 20 13:43:36 UTC 2022,-6.5,-71,1472139407,14.5332619902573
Sat Aug 20 13:43:39 UTC 2022,-6.5,-63,1477271274,13.7033760153733
Sat Aug 20 13:43:42 UTC 2022,-6.5,-55,1482653422,14.5872287143714
Sat Aug 20 13:43:45 UTC 2022,-6.5,-55,1487686285,13.4606177481928
Sat Aug 20 13:43:48 UTC 2022,-125,-125,1492825447,13.5685242875997
Sat Aug 20 13:43:51 UTC 2022,-5,-55,1497840928,13.1970767210516
Sat Aug 20 13:43:54 UTC 2022,-7.5,-55,1502635184,12.9735714449879
Sat Aug 20 13:43:57 UTC 2022,-5.5,-55,1508070608,14.7034910440081
Sat Aug 20 13:44:00 UTC 2022,-7,-55,1513675842,14.8498410006735
Sat Aug 20 13:44:03 UTC 2022,-11.5,-45,1518708303,12.8182158975163
Sat Aug 20 13:44:06 UTC 2022,-11.5,-45,1524250090,14.9785548437493
Sat Aug 20 13:44:09 UTC 2022,-11.5,-45,1529643368,13.5785951330041
Sat Aug 20 13:44:12 UTC 2022,-11.5,-45,1535028361,14.5014809646587
Sat Aug 20 13:44:15 UTC 2022,-11.5,-45,1540407868,14.5372648588731
Sat Aug 20 13:44:18 UTC 2022,-125,-125,1545434904,13.1798634002871
Sat Aug 20 13:44:21 UTC 2022,-8,-45,1550780426,14.5394263577596
Sat Aug 20 13:44:24 UTC 2022,-8,-45,1556134242,14.5351805537953
Sat Aug 20 13:44:27 UTC 2022,-8,-45,1561232184,13.6888894827316
Sat Aug 20 13:44:30 UTC 2022,-8,-51,1565730734,11.9522993749876
Sat Aug 20 13:44:33 UTC 2022,-8,-51,1570253534,11.8818530901348
Sat Aug 20 13:44:36 UTC 2022,-8,-51,1575354251,13.7647899333941
Sat Aug 20 13:44:39 UTC 2022,-6,-51,1580154252,12.9822703321199
Sat Aug 20 13:44:42 UTC 2022,-6,-51,1585249383,13.7600128766648
Sat Aug 20 13:44:45 UTC 2022,-6,-51,1590351733,13.686110651537
Sat Aug 20 13:44:48 UTC 2022,-6,-51,1595453922,13.7385951181823
Sat Aug 20 13:44:51 UTC 2022,-6,-51,1600855882,14.0835514505951
Sat Aug 20 13:44:54 UTC 2022,-6,-51,1606232391,14.2189834994381
Sat Aug 20 13:44:57 UTC 2022,-6,-51,1611881591,15.0636683774951
Sat Aug 20 13:45:00 UTC 2022,-6,-51,1617234253,14.1431774068169
Sat Aug 20 13:45:03 UTC 2022,-4.5,-51,1622590889,14.4357296892412
Sat Aug 20 13:45:06 UTC 2022,-4.5,-51,1628271389,15.0344076234079
Sat Aug 20 13:45:09 UTC 2022,-4.5,-51,1633333401,13.0199568287661
Sat Aug 20 13:45:12 UTC 2022,-6.5,-51,1638711271,14.5483621683094
Sat Aug 20 13:45:16 UTC 2022,-8,-51,1644398976,15.141389552133
Sat Aug 20 13:45:19 UTC 2022,-8,-51,1649795367,13.6212192180904
Sat Aug 20 13:45:22 UTC 2022,-4,-45,1655472965,15.0313497297801
Sat Aug 20 13:45:25 UTC 2022,-8.5,-45,1660867821,13.8278687899711
Sat Aug 20 13:45:28 UTC 2022,-8.5,-45,1665968588,13.8675617790569
Sat Aug 20 13:45:31 UTC 2022,-8.5,-45,1667171636,3.01725110607485
Sat Aug 20 13:45:34 UTC 2022,-8.5,-45,1667472734,0.813849688108004
Sat Aug 20 13:45:37 UTC 2022,-10,-45,1668073510,1.58245788111899
Sat Aug 20 13:45:40 UTC 2022,-10,-45,1668975525,2.43430547175436
Sat Aug 20 13:45:43 UTC 2022,-10,-45,1669275205,0.795482394218749
Sat Aug 20 13:45:46 UTC 2022,-8,-45,1670757306,3.93553578935524
Sat Aug 20 13:45:49 UTC 2022,-125,-125,1672877272,5.72201504671703
Sat Aug 20 13:45:52 UTC 2022,-10,-45,1677686674,12.7197138596372
Sat Aug 20 13:45:55 UTC 2022,-10,-45,1682458108,12.7372665119766
Sat Aug 20 13:45:58 UTC 2022,-7,-45,1687584578,13.704770777923
Sat Aug 20 13:46:01 UTC 2022,-7,-45,1692703449,13.6715647601537
Sat Aug 20 13:46:04 UTC 2022,-9.5,-45,1697830049,13.8719960039911
Sat Aug 20 13:46:07 UTC 2022,-7,-45,1703247649,14.5490644681113
Sat Aug 20 13:46:10 UTC 2022,-7,-45,1708160378,13.0592688608786
Sat Aug 20 13:46:13 UTC 2022,-10,-45,1713284085,13.7875160096806
Sat Aug 20 13:46:16 UTC 2022,-10,-45,1718412255,13.8272204248417
Sat Aug 20 13:46:19 UTC 2022,-10,-45,1723844411,14.3617663965943
Sat Aug 20 13:46:22 UTC 2022,-10,-45,1728824292,12.9996643754951
